epoch,train_loss,validation_loss,validation_macro_f1
1,0.28558822139108175,0.15254127979278564,0.9281030311041364
2,0.18065209747015448,0.19928809250427398,0.8597664330997664
3,0.14996273505407992,0.14407242232600584,0.9438564438564438
4,0.12231390775217155,0.29695985569859185,0.8670908977478321
5,0.11169011329955836,0.1327626271950488,0.9391970444513437
6,0.1233329402168453,0.22081577807467506,0.9210917130104503
7,0.10589968054162462,0.132346038392048,0.9235073710147326
8,0.08509783408103797,0.14759233426179316,0.9556799336650084
9,0.0802161564108466,0.12976249075488538,0.9304216693604248
10,0.07138537176983747,0.18085111707251594,0.9295374115267947
11,0.07335510958754236,0.21978710700344567,0.9202892288191743
12,0.06358496796412284,0.17675324781051535,0.9463236709138348
13,0.09449484181616881,0.1389351145715903,0.9541554447691633
