epoch,train_loss,validation_loss,validation_macro_f1
1,0.2880969983276819,0.16907341649990207,0.8885039898202377
2,0.17264403884135898,0.11564720318412149,0.9385682292461953
3,0.16048872693294414,0.18755311030425773,0.8670353364169786
4,0.1493467149351218,0.14174530995602638,0.9359702209816626
5,0.11846763336741799,0.1555386491563936,0.9042574883982563
6,0.10528948287843647,0.12542752270272237,0.9434294696309995
7,0.08914055049240857,0.14953175976576394,0.9319573307000338
8,0.10966918200879351,0.17596858384593433,0.9179286000802246
9,0.10200735542381995,0.15624625181520221,0.9431497431497432
10,0.08393786471900616,0.16728650576231496,0.916206509539843
11,0.0943254313793887,0.18551919890555324,0.9219246795321535
