exact_match_accuracy,hamming_loss,micro_f1,macro_f1,surface_crack_f1,delamination_f1,pinhole_f1,method,seed,device,best_epoch,validation_macro_f1,training_images,evaluation_split
0.9333333333333333,0.02666666666666667,0.9680851063829787,0.9360957756674079,0.9909584086799277,0.9166666666666666,0.9006622516556292,vae_oversampling,123,mps,3,0.944021111660894,2003,test
