epoch,train_loss,validation_loss,validation_macro_f1
1,0.42866425644494816,0.3025299823836775,0.8851749126933809
2,0.19048880319236836,0.25376510343804265,0.9035923536722494
3,0.11547782383140372,0.3512409570201343,0.8640923522261964
4,0.11790005901378547,0.5137137340394077,0.9056647325139794
5,0.11778890977521302,0.47008062198462075,0.8812834716060522
6,0.0880223221368022,0.19935465628737645,0.959597557225078
7,0.06505252192254195,0.24664001255635395,0.9432022696750174
8,0.04800818869205847,0.17403900011485776,0.9572249256555825
9,0.062423208754457636,0.5272168181589897,0.8599271294831549
10,0.12787694349161244,1.2797043110361161,0.8687403153769028
11,0.10485178985182476,0.5451151890470493,0.817244353648848
