exact_match_accuracy,hamming_loss,micro_f1,macro_f1,surface_crack_f1,delamination_f1,pinhole_f1,method,seed,device,best_epoch,validation_macro_f1,training_images,evaluation_split
0.91,0.03333333333333333,0.9596774193548387,0.9309141364054395,0.972875226039783,0.8846153846153846,0.935251798561151,weighted,456,mps,6,0.959597557225078,1503,test
