epoch,train_loss,validation_loss,validation_macro_f1
1,0.3268198516078576,0.5107472128426003,0.8581046584401998
2,0.16790757604384535,0.4288698754563237,0.8181779287407037
3,0.21531232152473745,0.39584500959377417,0.8987666629740408
4,0.11456887220501583,0.20596774030994897,0.9371929767360981
5,0.07623909493128776,0.5166465742698568,0.8736361677538147
6,0.07937137747873724,0.11170487490710833,0.9568627929191309
7,0.09483484272719302,0.20022615370963584,0.9447736083680783
8,0.051582351936670594,0.15327083304623104,0.9681961483254625
9,0.04022291049990786,0.16937017319908995,0.9708589154470917
10,0.044349992298908375,0.3653188863929534,0.9366083986337151
11,0.061476791796788166,0.1941539864271682,0.9507135762454911
12,0.05777474469985473,0.2492685534109343,0.9501366120218581
13,0.05811962241917869,0.2627555530592306,0.9466418434339179
14,0.04962868288751748,0.26972758671305824,0.9505609672395132
