epoch,train_loss,validation_loss,validation_macro_f1
1,0.22454586416899325,0.1485618788082868,0.9320264812952095
2,0.09622923878882221,0.14321910387632864,0.9206749073748016
3,0.06628410882271296,0.15050115470854653,0.9249809223623092
4,0.0546323743463554,0.11455764083672833,0.9419306899519322
5,0.0685881053321237,0.17752345301062855,0.9103888317917095
6,0.04878134304485318,0.1766191687410241,0.9253446979036104
7,0.05196624392109439,0.1276979948708553,0.9429447746150905
8,0.04832219615881037,0.12714404958170772,0.9466969204674123
9,0.022217657366248266,0.1821143627166748,0.9421649166712003
10,0.02445937532817552,0.1318426484501125,0.9568332770460429
11,0.019469764236055925,0.25121459503047516,0.8931186063993203
12,0.022751970827599326,0.14762661719559045,0.9495711900425015
13,0.019138647951012205,0.17964490103405834,0.9466900979929808
14,0.03200002158703859,0.16292571054389146,0.9534778839504008
15,0.027948052768923308,0.1222228536147945,0.9617952417952417
16,0.02015454523762315,0.15327770573808658,0.948214179505864
17,0.014104411403164615,0.14019576445320583,0.957461184192383
18,0.007260534211532203,0.15662520931453894,0.9520102426018321
19,0.006811108866164923,0.14212614214602884,0.9511316992237764
20,0.02871771695628931,0.18423090500152664,0.9327007778887447
