exact_match_accuracy,hamming_loss,micro_f1,macro_f1,surface_crack_f1,delamination_f1,pinhole_f1,method,seed,device,best_epoch,validation_macro_f1,training_images,evaluation_split
0.9266666666666666,0.03,0.963855421686747,0.9279680475661043,0.9817518248175182,0.875,0.9271523178807947,baseline,42,mps,15,0.9617952417952417,1503,test
