Model,Exact Match Accuracy,Hamming Loss,Micro F1,Macro F1,Surface Crack F1,Delamination F1,Pinhole F1
Baseline,0.93,0.027777777777777776,0.9664429530201343,0.9291817941299468,0.9855595667870036,0.88,0.9219858156028369
