Model,Exact Match Accuracy,Hamming Loss,Micro F1,Macro F1,Surface Crack F1,Delamination F1,Pinhole F1
Weighted BCE,0.88,0.04555555555555556,0.9458388375165125,0.9128537692012572,0.9726775956284153,0.8979591836734694,0.8679245283018868
