Model,Exact Match Accuracy,Hamming Loss,Micro F1,Macro F1,Surface Crack F1,Delamination F1,Pinhole F1
GAN Augmentation,0.9266666666666666,0.028888888888888888,0.9646739130434783,0.8847022327547925,0.9908925318761385,0.7317073170731707,0.9315068493150684
