Model,Exact Match Accuracy,Hamming Loss,Micro F1,Macro F1,Surface Crack F1,Delamination F1,Pinhole F1
VAE + Oversampling,0.9333333333333333,0.027777777777777776,0.966711051930759,0.9365705351877999,0.9818840579710145,0.8936170212765957,0.9342105263157895
