Model,Exact Match Accuracy,Hamming Loss,Micro F1,Macro F1,Surface Crack F1,Delamination F1,Pinhole F1
VAE Augmentation,0.9033333333333333,0.03666666666666667,0.9544827586206897,0.8815802264249134,0.9759704251386322,0.7317073170731707,0.9370629370629371
