Model,Exact Match Accuracy,Hamming Loss,Micro F1,Macro F1,Surface Crack F1,Delamination F1,Pinhole F1
Oversampling,0.9233333333333333,0.027777777777777776,0.9662618083670715,0.9361893338895841,0.9816176470588235,0.8936170212765957,0.9333333333333333
