epoch,train_loss,validation_loss,validation_macro_f1
1,0.3548240738395923,0.21209759408275022,0.8791504556124082
2,0.20335767958620102,0.1582187068778158,0.931169906653388
3,0.19208031129491848,0.15708181775168867,0.9261192058742189
4,0.160048523933603,0.13686277011767128,0.9359430638068408
5,0.15701022840891252,0.22435966370910998,0.9269159847534213
6,0.13562863884392345,0.10010879649626499,0.9535552905422403
7,0.12846103481691715,0.1774373481802593,0.9288955115663198
8,0.15387417178710758,0.16332098693642394,0.9256996025897335
9,0.10057542189635817,0.13570792134234447,0.946414650252929
10,0.07403099252709852,0.14661410071005096,0.9546809611134622
11,0.07398059999145273,0.11862800581171024,0.9650930802969627
12,0.0714361320472454,0.14030360218310198,0.9389552619791318
13,0.053960692637780874,0.14180847568227756,0.9481107660455486
14,0.0572844898933568,0.15242316331776068,0.953174603174603
15,0.06696255827955883,0.14461539680792007,0.9591578562404415
16,0.05725322245688541,0.200716568440791,0.9347551740228922
