epoch,train_loss,validation_loss,validation_macro_f1
1,0.23313763180496053,0.18073471048415102,0.9233846198765394
2,0.08569715902239025,0.13576226350882195,0.9330023235989661
3,0.0647872627222649,0.11840163600563214,0.937755091893043
4,0.05216438899774672,0.19833509831239057,0.8945884515289858
5,0.04594788348385277,0.10542223708617766,0.9606325808918084
6,0.0434450884303171,0.17500545587760724,0.9311902628434887
7,0.024812852325573495,0.12411405748089417,0.9545809789148746
8,0.016752368040600978,0.13646804072604274,0.9474754412254413
9,0.014857406531542995,0.15487259305668194,0.958981009613921
10,0.026966355902131048,0.401575664810787,0.8396783100780078
