epoch,train_loss,validation_loss,validation_macro_f1
1,0.24981365815865858,0.20774450819223922,0.8539908608993044
2,0.11876922823037613,0.19946224780272173,0.9049397427599569
3,0.07845549534508092,0.13042399889191256,0.9360608890020655
4,0.05792936001094436,0.124706243541067,0.9388507798412432
5,0.05914506071798022,0.1501526879948496,0.9388758712613233
6,0.05717612359318349,0.26035144944854133,0.9019509771848835
7,0.04161986694265348,0.13691286688411472,0.9470804952953659
8,0.029880758751672027,0.15425587677403002,0.9353337854128992
9,0.03960950359830996,0.1702983073446135,0.9155359161259891
10,0.05008110678640113,0.17992466924995776,0.9200858217507787
11,0.04174140440603732,0.15858992608572473,0.9391494814122211
12,0.025972464366017266,0.17004674909920092,0.950883301096067
13,0.024081029898858197,0.24895721595018905,0.931275149758239
14,0.02428301722827508,0.1373183900946813,0.9470427981649424
15,0.020927359524764818,0.1400960385799408,0.9377376348499759
16,0.020871212375700395,0.15962982493520572,0.9476917057902973
17,0.022452237909406928,0.10925696943177293,0.9516950666237989
18,0.023087418091025498,0.10896209277064595,0.964375865038702
19,0.016637436066539148,0.18582905503298272,0.9503703180101003
20,0.008206526102161708,0.17167992791197947,0.9512657418794603
21,0.008845335360494377,0.2183426788311131,0.950243220982986
22,0.012179482444446641,0.20030184652631647,0.9409241574295857
23,0.010586881758527445,0.16148823223366643,0.9491935554707407
