epoch,train_loss,validation_loss,validation_macro_f1
1,0.34248545347781284,0.13875789042340209,0.9231952058384181
2,0.21370411457803568,0.13976803994336665,0.9441655635882292
3,0.18634501673165882,0.19869006015607063,0.9151022215538345
4,0.18195340587863074,0.1249263302379886,0.9445415306874407
5,0.1515834953299297,0.12806025867825313,0.9265277698333767
6,0.1181919396637799,0.14739058507199318,0.9226940329487924
7,0.10156739691734552,0.10930701966909383,0.9494568785810767
8,0.09041800551187142,0.14922574142746578,0.924268343683636
9,0.10555837689134043,0.1150174414282603,0.9362999376978944
10,0.08362038865038234,0.15968944191537945,0.9377847532818637
11,0.0938964379589616,0.11291819606099697,0.9532721990080925
12,0.05327939614467602,0.12461846751093075,0.9644759367236876
13,0.049873820421877824,0.16236270470729727,0.9489557155364082
14,0.034181429801347904,0.13781961848009502,0.9595136145341127
15,0.03627370320506026,0.16103805887778075,0.9360746178137482
16,0.037240641378517216,0.13016991573848471,0.950771287131707
17,0.031345702631513414,0.20300173404200977,0.929255019932986
