epoch,train_loss,validation_loss,validation_macro_f1
1,0.3672951018429374,0.1413749766270846,0.9014543628811738
2,0.2336873507356858,0.16225258423792605,0.9181590553421538
3,0.1941327580171291,0.22528650285984506,0.9279926189534731
4,0.15884210515248437,0.13566341650801778,0.9449728696305627
5,0.11086614787786886,0.09190499787496416,0.9653384388337122
6,0.11334294174656949,0.1448474121804269,0.9331872994334831
7,0.08837510874151767,0.0964160669126258,0.972037617554859
8,0.05532750051377478,0.16116067786879887,0.9474167231100615
9,0.05964263594238328,0.2705747035165496,0.903917054709709
10,0.08291736419981739,0.14554380166609557,0.9344759693743331
11,0.06812962235281216,0.13517450565928654,0.9497928264572053
12,0.03155615145742291,0.11096751041068936,0.9564357480580886
