epoch,train_loss,validation_loss,validation_macro_f1
1,0.24056265950302086,0.17221104486888608,0.9287760170113111
2,0.09034544174978912,0.11371588578682072,0.9443518939202719
3,0.05613234213845221,0.14210412631563793,0.936610343061956
4,0.04305530690754741,0.12887005517814334,0.9582851839333902
5,0.03296923721165793,0.11546801533920086,0.9586552578174882
6,0.017822220813698636,0.13169720766461449,0.9543784220467167
7,0.05570097712530982,0.7824519035831982,0.7954725278846168
8,0.08548685054946009,0.12672264045042708,0.9297633422357139
9,0.028408719095353755,0.13096068227133215,0.945235256975736
10,0.016887814700522932,0.14216237934614648,0.960550325235238
11,0.012085225601963753,0.16011201370729516,0.9539664439051384
12,0.00810605670153972,0.1934536929914592,0.9426358505335145
13,0.008638597355011655,0.16051305420943443,0.9468450114807881
14,0.006222253405078205,0.18278185914683814,0.9458332063831979
15,0.003847417050473149,0.17488404723587414,0.9462908123566555
