exact_match_accuracy,hamming_loss,micro_f1,macro_f1,surface_crack_f1,delamination_f1,pinhole_f1,method,seed,device,best_epoch,validation_macro_f1,training_images,evaluation_split
0.9366666666666666,0.021111111111111112,0.9747675962815405,0.9554205060534174,0.9837251356238698,0.9230769230769231,0.9594594594594594,oversampling,42,mps,10,0.960550325235238,1503,test
