epoch,train_loss,validation_loss,validation_macro_f1
1,0.3864792830751328,0.1750410445873311,0.9381764443839812
2,0.18473641999705348,0.19601312358647782,0.9404010623522819
3,0.15857186371674953,0.3753471307407152,0.863603228501361
4,0.1434385820935745,0.33067920626394004,0.9031771009773174
5,0.1383303267533035,0.16568159228129103,0.9418931244822225
6,0.1254069554908864,0.26385166116108166,0.9392336915341231
7,0.08130322649073617,0.2074091662190213,0.9361172859986729
8,0.04603446790414378,0.14370132373362188,0.9580429729389305
9,0.06145996926569257,0.2847216413510556,0.9453453453453453
10,0.07349339599708121,0.22161398739214763,0.9585586972333683
11,0.058714741040380575,0.17046986268648248,0.960348854731766
12,0.03622516398569067,0.339712029359988,0.948446619048847
13,0.048529867308384086,0.20906943354188212,0.9589284073155042
14,0.040673116099334765,0.11336584185675674,0.9686613327880167
15,0.07813991215117201,0.3363680819801937,0.875495820979472
16,0.10187072414441341,0.4013398700202538,0.8691026641846314
17,0.06804006022766124,0.38511049490890753,0.940149158001037
18,0.051691654182261654,0.16178618435630734,0.9558752358752359
19,0.04146575970675596,0.2400742301483028,0.9487115932308829
