epoch,train_loss,validation_loss,validation_macro_f1
1,0.30921574732957335,0.14862848956458616,0.9051656204994428
2,0.21263653103911276,0.13187365510211085,0.9211433650282572
3,0.1794045495684898,0.1633910858473241,0.9141598722544759
4,0.16425790867237705,0.12108458904241094,0.9427474772488083
5,0.14995292879555502,0.15951958377629716,0.933641975308642
6,0.13711737585823594,0.14121999206724545,0.9572741475967282
7,0.107720044572176,0.16248380160884351,0.953000643323224
8,0.10158961235405621,0.1156731824211727,0.9534778839504008
9,0.10496349597030798,0.14155929333326833,0.9513174949639202
10,0.07053923947040106,0.15481240077820047,0.9634115481941569
11,0.062175479107985064,0.1422165311034152,0.952747909199522
12,0.054614183050777934,0.15859543132466197,0.9502047074284367
13,0.05945133542641067,0.19302063889258744,0.9213914897882298
14,0.04846112115780116,0.137219055040758,0.9647091481440775
15,0.054518987477212566,0.19421680725568177,0.9552897753998968
16,0.044649749882686635,0.1781541399213652,0.945098313950773
17,0.03934639801294043,0.14936863739561562,0.9466541922837032
18,0.026838193370445008,0.15775759671105455,0.9539944791216836
19,0.0331174824014864,0.17158026193940876,0.9530459480092647
