epoch,train_loss,validation_loss,validation_macro_f1
1,0.3411336207889761,0.20443774493324834,0.8843293055083735
2,0.2287623340183059,0.24643959134619758,0.8504550597317891
3,0.18361274180148043,0.12455465442297474,0.9376205250488875
4,0.16319667531202509,0.28189576145828954,0.8437087435925803
5,0.1595165984248496,0.18008550962075492,0.9344312216113136
6,0.13918423987422893,0.22280525657909594,0.8942632047077353
7,0.12726207843763615,0.11930308486057432,0.952481414506731
8,0.09183744918806101,0.1638755672025365,0.9388852191819995
9,0.09282935649543421,0.1855317617686379,0.9290610529743849
10,0.06578945667221138,0.1534332948804691,0.9446127659326627
11,0.06384304093212796,0.11797961582805937,0.9486898960094597
12,0.05017928195874571,0.19929320429334577,0.9487692851085857
