epoch,train_loss,validation_loss,validation_macro_f1
1,0.29759255773236737,0.26090269965051816,0.8890479332092395
2,0.18085743496552503,0.15496426307602434,0.8987847865941582
3,0.15942034354462245,0.17564288886967083,0.894580311798855
4,0.1641136071739111,0.12220800238729312,0.9387114045439898
5,0.1186935334720733,0.12217928340892918,0.9526367472506343
6,0.10395761397381277,0.16434141914576095,0.9267088634108909
7,0.090703725111794,0.12489082294189377,0.9475467606397397
8,0.08370377567489327,0.11940981467433323,0.957971222677105
9,0.09527343722117049,0.14599542408589497,0.9489127958471886
10,0.1002788774918391,0.19589520823087123,0.8873815177313179
11,0.11225693340725264,0.1347130536046249,0.9471108174013466
12,0.08142869342611363,0.12686553814553267,0.9565933821048139
13,0.06697175476311358,0.15232810516231107,0.9459634117959971
