epoch,train_loss,validation_loss,validation_macro_f1
1,0.24382041561270426,0.16525788279558648,0.9180743243243242
2,0.08610458441663606,0.16349194973509834,0.9291218530192569
3,0.05236278748956428,0.12034345136967715,0.9411641149346067
4,0.04721116507580815,0.12936624233296376,0.9585901678516681
5,0.046981970888035185,0.22752765985514153,0.9336683718440922
6,0.053901486172503774,0.23104856483983677,0.9128024239859132
7,0.030387488806636352,0.1563642452292095,0.9423097010053532
8,0.023181933725001172,0.1321963494187159,0.9474708060912193
9,0.019280372746412706,0.1253991812862308,0.9602539793127199
10,0.014014672438402773,0.1805219179549754,0.9398283854306134
11,0.014886043238046463,0.13985221739241618,0.9628558461416622
12,0.02036783637814174,0.13584519123399494,0.9506663271369155
13,0.019384300106974024,0.14904237790218253,0.9385208189556016
14,0.012230822035586753,0.14597821028422045,0.9559654421994418
15,0.009053412160496287,0.14495852925130073,0.9560862232095109
16,0.010243344625380046,0.20546093958103104,0.9265595952748312
