exact_match_accuracy,hamming_loss,micro_f1,macro_f1,surface_crack_f1,delamination_f1,pinhole_f1,method,seed,device,best_epoch,validation_macro_f1,training_images,evaluation_split
0.93,0.03,0.9636608344549125,0.9310811407576199,0.9818181818181818,0.8936170212765957,0.9178082191780822,gan_augmented,2026,mps,13,0.9552372647336677,2003,test
