epoch,train_loss,validation_loss,validation_macro_f1
1,0.38825829042920573,0.2522641998647854,0.8568150377061782
2,0.23832851303141533,0.5064930089854247,0.8789927325350253
3,0.21969203636816484,0.1301281802504268,0.9167835163062478
4,0.13160233341689356,0.16605549784290868,0.9087696012962917
5,0.1350591674082528,0.08555508765163801,0.9574643919729676
6,0.11596109604633158,0.13238333886032863,0.9290222944766988
7,0.12172323298704249,0.1663693381066354,0.9242622394775152
8,0.08124873580162786,0.1785681356262687,0.9398020566333146
9,0.052040521421851484,0.1298672840097882,0.9436944597057618
10,0.051537806946548054,0.1636210253203152,0.934771462649835
