epoch,train_loss,validation_loss,validation_macro_f1
1,0.22953124879224254,0.20071917357823707,0.9120444567253078
2,0.10206573603752844,0.1779342573999569,0.9110387746354572
3,0.08790060610610172,0.13425368761384723,0.9481561354899749
4,0.06532076362418834,0.186055124990198,0.9293123167733709
5,0.04881320569567576,0.2131043163356402,0.890741358380302
6,0.05506781540706962,0.1514209560211131,0.9206968394749849
7,0.042448949398434487,0.15414324570570562,0.9462640606708402
8,0.029090321989307406,0.1297647716193799,0.9490404803783931
9,0.020311250084303494,0.1365931249217482,0.9381870793322552
10,0.03471671264675642,0.20140066831711903,0.9348329260607233
11,0.037548865400148144,0.14145567263199005,0.9336009083150726
12,0.018014208456415853,0.15600647555281785,0.9471364955235924
13,0.0474031177892815,0.11020969545209644,0.94903992496869
